transaction_id,user_id,transaction_date,amount,type,channel
568,445,12-06-2023,4868.52,Transfer,ATM
569,308,21-12-2020,1512.85,Payment,Mobile
570,320,08-12-2018,6630.52,Bill,Web
571,371,21-07-2019,6887.35,Bill,Mobile
572,118,16-12-2018,3844.29,Transfer,Mobile
573,9,16-11-2024,2103.25,Payment,Mobile
574,424,30-12-2022,1580.66,Transfer,Web
575,244,12-11-2023,9025.92,Payment,Mobile
576,450,24-12-2021,7860.3,Payment,Mobile
577,48,08-02-2022,4874.19,Transfer,Mobile
578,460,06-10-2022,9383.57,Payment,Mobile
579,268,19-10-2023,4264.77,Transfer,ATM
580,118,05-03-2021,9390.37,Bill,ATM
581,180,22-11-2019,5931.58,Payment,Mobile
582,218,28-06-2022,1425.44,Bill,Web
583,466,06-08-2021,8604.63,Bill,ATM
584,132,13-07-2020,1971.31,Payment,Mobile
585,296,19-03-2018,5273.15,Payment,Mobile
586,193,18-02-2023,6580.01,Payment,Mobile
587,210,28-05-2021,3686.47,Transfer,ATM
588,334,14-06-2021,5895.16,Bill,ATM
589,290,18-09-2018,3719.88,Bill,ATM
590,387,21-07-2023,2116.57,Payment,Mobile
591,92,19-02-2020,3765.11,Payment,Mobile
592,130,15-08-2020,9886.23,Payment,Mobile
593,397,05-08-2019,7084.4,Payment,Mobile
594,438,16-04-2023,8651.92,Transfer,Web
595,229,28-06-2024,7852.78,Transfer,Mobile
596,110,22-07-2024,5132.6,Bill,Mobile
597,83,07-11-2020,3952.13,Payment,Mobile
598,412,02-03-2022,1001.78,Transfer,ATM
599,475,18-12-2019,6042.43,Transfer,Mobile
600,135,03-10-2019,2295.53,Transfer,Mobile
601,371,25-12-2022,3904.83,Bill,Branch
602,365,20-02-2023,9638.95,Transfer,Web
603,328,08-05-2019,4994.25,Transfer,Web
604,436,31-08-2020,6603.15,Payment,Mobile
605,100,19-09-2024,432.73,Payment,Mobile
606,315,22-06-2023,1777.88,Transfer,Branch
607,123,27-02-2018,6584.69,Transfer,Mobile
608,142,19-11-2018,7818.76,Bill,ATM
609,208,20-09-2022,5902.19,Payment,Mobile
610,378,25-01-2023,7065.86,Transfer,Branch
611,372,22-07-2019,8314.67,Payment,Mobile
612,178,21-05-2019,9636.55,Bill,Web
613,311,07-06-2024,9634.27,Bill,ATM
614,295,10-02-2019,146.05,Transfer,ATM
615,260,06-09-2024,1154,Transfer,Branch
616,175,30-01-2020,9475.45,Payment,Mobile
617,449,12-01-2018,5425.24,Payment,Mobile
618,356,30-12-2022,4483.41,Bill,ATM
619,395,19-01-2022,2508.41,Bill,ATM
620,349,13-09-2019,4661.13,Payment,Mobile
621,247,27-12-2019,1251.06,Transfer,ATM
622,325,15-02-2023,7907.69,Transfer,Web
623,410,15-09-2019,3225.73,Bill,Mobile
624,359,28-03-2023,8338.55,Transfer,Branch
625,48,06-10-2021,4049.41,Payment,Mobile
626,39,17-12-2022,5590.06,Transfer,ATM
627,161,14-03-2019,3600.03,Payment,Mobile
628,94,02-08-2019,9476.47,Payment,Mobile
629,256,04-04-2018,7397.41,Transfer,Web
630,447,14-02-2024,2727.51,Transfer,Web
631,428,08-11-2022,2571.98,Payment,Mobile
632,80,14-10-2023,7811.49,Transfer,Mobile
633,347,22-10-2023,9562.22,Bill,Mobile
634,392,28-01-2020,8585.18,Transfer,ATM
635,191,16-03-2020,6244.61,Bill,Branch
636,252,23-09-2018,1910.43,Payment,Mobile
637,204,24-03-2019,2298.72,Payment,Mobile
638,28,13-01-2021,5304.78,Bill,ATM
639,482,28-11-2021,5453.6,Payment,Mobile
640,202,22-06-2023,8617.96,Transfer,ATM
641,500,11-01-2021,1291.64,Payment,Mobile
642,162,14-05-2018,6923.18,Transfer,Web
643,195,17-11-2024,5851.98,Bill,Branch
644,314,09-05-2020,8632.24,Transfer,Branch
645,122,26-11-2024,2767.14,Payment,Mobile
646,188,11-07-2022,1920.75,Bill,Web
647,215,17-04-2018,7037.06,Bill,Branch
648,438,22-07-2021,4065.87,Bill,Web
649,293,13-08-2020,1398.28,Payment,Mobile
650,417,05-07-2023,1088.71,Bill,Web
651,285,16-10-2023,4378.97,Bill,Web
652,75,22-01-2022,8020.37,Payment,Mobile
653,243,03-11-2018,8076.12,Transfer,ATM
654,256,24-09-2018,1431.27,Payment,Mobile
655,403,17-11-2019,4917.54,Bill,Mobile
656,204,30-10-2019,1079.85,Transfer,Mobile
657,111,04-02-2019,8156.8,Bill,Mobile
658,231,28-09-2021,7471.47,Bill,Branch
659,185,12-02-2022,5647.47,Bill,Branch
660,11,27-01-2024,4176.43,Bill,Web
661,296,16-07-2022,5801.36,Payment,Mobile
662,400,10-01-2020,2917.63,Bill,ATM
663,397,14-03-2022,7391.61,Transfer,ATM
664,315,20-06-2023,2936.58,Payment,Mobile
665,445,09-08-2018,1759,Bill,ATM
666,324,01-12-2022,6161.87,Bill,Mobile
667,41,06-12-2018,1703.79,Transfer,Branch
668,163,18-05-2023,6564.83,Payment,Mobile
669,310,21-01-2023,6481.98,Bill,ATM
670,400,18-04-2023,8641.78,Bill,ATM
671,212,11-08-2024,1756.45,Transfer,Web
672,373,21-09-2020,2422.81,Bill,Mobile
673,108,12-08-2022,1752.41,Transfer,Mobile
674,33,18-11-2021,9374.26,Bill,Mobile
675,14,04-11-2019,7732.24,Payment,Mobile
676,54,01-06-2024,2698.28,Transfer,Mobile
677,336,07-01-2024,9322.74,Bill,Branch
678,118,16-07-2018,2549.23,Bill,ATM
679,321,14-11-2022,1351.48,Payment,Mobile
680,15,13-06-2018,448.03,Bill,Branch
681,443,12-08-2024,4813.93,Payment,Mobile
682,281,31-05-2018,4503.96,Payment,Mobile
683,303,02-06-2019,6016.08,Payment,Mobile
684,269,02-01-2021,6433.89,Payment,Mobile
685,466,22-11-2022,3536.97,Payment,Mobile
686,413,18-08-2018,986.58,Bill,Branch
687,212,27-03-2024,2672.09,Bill,Mobile
688,1,16-06-2022,5280.83,Transfer,Branch
689,147,06-03-2023,4745.06,Transfer,ATM
690,485,19-02-2020,7579.18,Bill,Mobile
691,393,28-11-2020,4361.31,Bill,Web
692,408,24-02-2018,171.46,Bill,Web
693,211,26-01-2019,8833.4,Bill,ATM
694,128,15-12-2018,1716.37,Payment,Mobile
695,425,24-05-2021,3845.74,Bill,Mobile
696,217,11-02-2023,6290.7,Payment,Mobile
697,146,14-06-2019,6519.72,Payment,Mobile
698,212,05-02-2024,1961.21,Transfer,Web
699,70,01-02-2020,2966.99,Payment,Mobile
700,317,29-08-2018,4582.4,Payment,Mobile
701,97,07-08-2024,3274.37,Transfer,Mobile
702,497,23-02-2020,5396.21,Transfer,Mobile
703,145,14-06-2019,2765.03,Payment,Mobile
704,373,15-03-2018,181.22,Transfer,Web
705,8,27-08-2018,4986.44,Bill,ATM
706,160,23-11-2019,7878.68,Bill,Branch
707,238,17-12-2018,6999.65,Transfer,Branch
708,42,30-09-2024,8451.11,Transfer,Mobile
709,137,19-09-2019,7778.96,Transfer,ATM
710,93,18-10-2021,2002.7,Bill,ATM
711,425,13-03-2024,224.89,Payment,Mobile
712,198,03-10-2018,7735.13,Bill,Web
713,378,29-11-2022,9945.9,Transfer,ATM
714,377,23-11-2018,7732.86,Payment,Mobile
715,243,15-08-2023,3952.32,Bill,Branch
716,82,17-11-2023,6328.73,Transfer,Mobile
717,130,02-12-2024,4864.17,Bill,Web
718,185,27-08-2022,8886.44,Payment,Mobile
719,499,26-10-2021,1217.99,Payment,Mobile
720,167,25-02-2023,249.17,Bill,Mobile
721,203,19-08-2021,7912.52,Transfer,Mobile
722,298,13-03-2022,7856.4,Bill,Web
723,191,06-06-2020,7730.89,Transfer,Web
724,256,09-08-2024,1004.88,Payment,Mobile
725,477,25-11-2022,9699.55,Payment,Mobile
726,31,20-01-2019,3619.62,Transfer,Mobile
727,65,28-04-2020,4929.64,Bill,Branch
728,413,06-09-2020,8928.78,Payment,Mobile
729,11,27-09-2023,6923.57,Bill,Web
730,129,20-08-2020,8996.76,Bill,ATM
731,287,01-03-2023,3017.67,Payment,Mobile
732,98,26-11-2023,5710.35,Payment,Mobile
733,166,13-02-2023,7350.78,Bill,Web
734,36,02-04-2020,5358.26,Bill,Branch
735,420,24-06-2018,2707.16,Bill,ATM
736,1,04-04-2020,7781.59,Payment,Mobile
737,376,22-12-2023,1936.79,Transfer,Branch
738,398,28-07-2020,6239.95,Bill,Mobile
739,338,09-06-2019,9674.92,Bill,Web
740,269,14-08-2024,6863.92,Payment,Mobile
741,314,14-10-2024,2902.98,Bill,Branch
742,57,01-03-2024,1052.94,Payment,Mobile
743,23,17-08-2021,8368.41,Transfer,Web
744,448,07-10-2019,409.61,Transfer,ATM
745,99,02-08-2021,1077.66,Payment,Mobile
746,337,20-10-2021,4950.11,Payment,Mobile
747,26,10-06-2020,3726.9,Payment,Mobile
748,7,02-02-2020,9309.09,Transfer,ATM
749,476,05-06-2023,8908.7,Transfer,ATM
750,411,21-01-2022,6425.28,Bill,ATM
751,421,11-07-2023,3753.78,Payment,Mobile
752,422,15-12-2021,6207.64,Payment,Mobile
753,376,03-09-2019,796.84,Bill,Mobile
754,484,13-11-2018,2237.41,Payment,Mobile
755,52,07-06-2020,7279.2,Payment,Mobile
756,98,28-06-2023,2011.88,Payment,Mobile
757,292,27-02-2020,6290.72,Transfer,ATM
758,383,22-11-2018,1144.59,Payment,Mobile
759,346,25-02-2022,4641.33,Payment,Mobile
760,453,06-06-2021,1130.61,Transfer,ATM
761,259,08-03-2020,3441.38,Transfer,ATM
762,478,18-03-2022,3588.01,Bill,Branch
763,433,30-06-2019,3780.02,Payment,Mobile
764,423,07-02-2024,7286.09,Payment,Mobile
765,289,29-10-2022,5501.7,Bill,Branch
766,185,26-07-2022,9620.35,Bill,ATM
767,1,05-06-2020,7290.5,Bill,Mobile
768,266,22-09-2018,1437.35,Bill,Mobile
769,154,12-02-2024,9845.5,Transfer,Branch
770,12,22-02-2021,7738.08,Payment,Mobile
771,471,06-10-2022,5581.27,Payment,Mobile
772,49,12-04-2018,473.59,Bill,Web
773,71,24-09-2022,2723.38,Payment,Mobile
774,120,30-05-2021,2636.81,Bill,Mobile
775,293,16-12-2022,4058,Transfer,Mobile
776,371,22-09-2021,3314.45,Bill,Web
777,250,13-08-2021,8274.48,Payment,Mobile
778,305,02-05-2024,6458.32,Transfer,ATM
779,41,04-01-2021,7823.21,Bill,Branch
780,451,12-01-2024,8189.7,Bill,Mobile
781,446,03-11-2024,7726.86,Payment,Mobile
782,325,04-03-2021,7796.44,Bill,Mobile
783,157,20-05-2024,5291.4,Bill,Web
784,168,13-04-2023,5073.78,Transfer,Web
785,26,05-11-2021,6768.99,Bill,ATM
786,386,18-06-2024,5991.81,Payment,Mobile
787,114,15-03-2024,4376.16,Bill,Web
788,68,17-06-2020,3428.06,Bill,Mobile
789,281,16-05-2023,4051.99,Transfer,ATM
790,257,15-02-2022,4401.46,Payment,Mobile
791,391,17-08-2021,1435.22,Payment,Mobile
792,250,03-11-2024,4013.66,Payment,Mobile
793,288,29-10-2020,6198.37,Payment,Mobile
794,125,20-06-2022,809.28,Bill,Branch
795,351,15-10-2024,9248.97,Transfer,Mobile
796,344,30-01-2018,4194.46,Bill,Branch
797,98,17-05-2018,3275.31,Payment,Mobile
798,395,04-04-2021,3117.71,Bill,ATM
799,320,21-05-2022,1543.6,Transfer,Web
800,103,18-05-2018,6885.06,Transfer,Mobile
801,58,30-05-2024,7421.86,Transfer,Web
802,445,05-10-2024,8341.2,Bill,Mobile
803,176,16-10-2022,6968.57,Transfer,Branch
804,231,29-11-2020,4764.78,Bill,Web
805,379,27-04-2023,5426.25,Transfer,Branch
806,281,17-01-2023,4881.96,Payment,Mobile
807,356,22-08-2019,7017.68,Transfer,ATM
808,299,07-09-2024,9069.8,Payment,Mobile
809,131,31-05-2019,1786.16,Bill,Web
810,405,10-06-2022,6995.61,Bill,Mobile
811,239,24-08-2020,6582.1,Transfer,Mobile
812,199,17-02-2024,6637.69,Payment,Mobile
813,443,17-05-2021,1168.13,Bill,ATM
814,119,02-11-2023,9799.95,Payment,Mobile
815,463,07-05-2024,3223.01,Payment,Mobile
816,96,15-10-2021,2068.86,Bill,Mobile
817,21,11-08-2021,2549.18,Payment,Mobile
818,171,03-07-2022,4950.34,Payment,Mobile
819,10,22-06-2023,3533.12,Bill,Branch
820,321,19-04-2020,3093.03,Payment,Mobile
821,416,24-05-2022,713.9,Bill,ATM
822,456,19-03-2020,9999.52,Transfer,Branch
823,116,30-05-2020,1601.91,Bill,Web
824,45,24-10-2021,7325.91,Payment,Mobile
825,214,18-09-2023,2479.57,Transfer,ATM
826,497,10-09-2020,3192.59,Payment,Mobile
827,230,13-12-2020,5468.11,Transfer,Web
828,298,13-05-2019,5459.4,Transfer,Web
829,159,25-02-2019,6916.47,Payment,Mobile
830,221,01-02-2020,9957.29,Transfer,Web
831,163,13-11-2020,771.36,Payment,Mobile
832,95,27-04-2023,3244.22,Transfer,Mobile
833,392,20-07-2020,3255.01,Bill,ATM
834,156,28-11-2018,4485.74,Payment,Mobile
835,78,09-07-2024,7813.17,Transfer,Web
836,95,10-10-2023,359.36,Payment,Mobile
837,311,05-08-2020,5713.73,Transfer,Web
838,119,18-09-2021,6905.04,Bill,Mobile
839,353,06-11-2019,7820.28,Transfer,ATM
840,365,05-09-2020,6530.73,Transfer,ATM
841,252,03-01-2022,4791.08,Transfer,Web
842,116,31-10-2020,419.07,Transfer,Branch
843,487,09-10-2024,4189.14,Payment,Mobile
844,388,17-02-2020,2125.16,Transfer,ATM
845,444,13-06-2020,6208.89,Payment,Mobile
846,444,27-01-2020,4629.69,Transfer,ATM
847,208,21-09-2019,7784.53,Payment,Mobile
848,369,10-06-2018,3197.69,Payment,Mobile
849,267,15-07-2018,1182.23,Bill,Mobile
850,450,25-03-2020,9958.78,Payment,Mobile
851,377,19-05-2020,488.59,Bill,Mobile
852,98,13-01-2023,2982.68,Bill,Branch
853,397,28-03-2024,8293.45,Bill,Web
854,217,23-09-2024,3014.76,Transfer,Web
855,238,28-08-2019,8315.95,Bill,Mobile
856,370,15-10-2021,5056.51,Transfer,Web
857,202,19-12-2020,4194.24,Bill,Mobile
858,92,25-11-2022,4591.44,Payment,Mobile
859,452,11-08-2020,4601.36,Bill,Branch
860,355,15-06-2024,6520.91,Payment,Mobile
861,368,06-02-2022,7359.3,Transfer,Mobile
862,362,27-11-2018,4549.04,Bill,Mobile
863,269,20-12-2023,7102.06,Payment,Mobile
864,194,27-08-2023,5548.42,Transfer,Web
865,468,16-03-2023,3418.41,Payment,Mobile
866,84,03-12-2019,8701.3,Transfer,Mobile
867,215,14-10-2022,3149.82,Payment,Mobile
868,148,16-04-2019,6301.88,Transfer,Web
869,492,24-10-2020,2108.23,Payment,Mobile
870,7,10-07-2020,4640.56,Bill,Mobile
871,312,04-07-2020,8838.76,Transfer,Web
872,302,10-06-2022,6628.76,Bill,ATM
873,227,29-07-2020,886.11,Payment,Mobile
874,126,22-07-2018,8833.46,Bill,Web
875,26,21-11-2018,1929.92,Transfer,Branch
876,19,15-04-2024,1539.21,Transfer,Branch
877,170,24-07-2023,9211.81,Transfer,Mobile
878,214,03-12-2019,9937.98,Transfer,Branch
879,313,08-07-2019,6643.15,Payment,Mobile
880,495,23-05-2021,4607.84,Payment,Mobile
881,477,04-12-2023,454.82,Bill,Branch
882,189,11-04-2021,8985.54,Transfer,ATM
883,432,02-08-2019,5549.66,Bill,ATM
884,69,28-10-2020,1308.03,Bill,Branch
885,270,28-05-2022,4196.2,Transfer,Web
886,314,14-04-2018,676.03,Payment,Mobile
887,248,26-05-2022,7268.33,Payment,Mobile
888,219,30-08-2018,6127.56,Bill,Branch
889,270,05-04-2023,5793.91,Payment,Mobile
890,475,19-07-2019,1384.16,Payment,Mobile
891,267,10-07-2020,7318.93,Bill,ATM
892,414,05-02-2020,1881.08,Payment,Mobile
893,363,26-01-2019,2975.83,Transfer,Mobile
894,61,12-01-2020,337.47,Payment,Mobile
895,378,07-12-2023,8495.89,Payment,Mobile
896,212,20-09-2024,550.37,Bill,Web
897,6,05-10-2019,6442.12,Payment,Mobile
898,131,22-09-2020,7922.94,Bill,Branch
899,260,19-07-2020,5544.94,Transfer,Mobile
900,352,26-11-2019,3399.5,Bill,Mobile
901,427,29-04-2018,1838.73,Bill,Branch
902,473,19-07-2021,6757.48,Bill,Mobile
903,331,28-11-2024,1443.96,Transfer,ATM
904,457,23-02-2018,8665.72,Bill,ATM
905,402,29-04-2020,8160.25,Payment,Mobile
906,428,23-08-2018,5258.62,Payment,Mobile
907,285,14-11-2020,5405.27,Transfer,Branch
908,410,26-09-2019,9170.25,Bill,Mobile
909,497,23-10-2024,1578.12,Transfer,Branch
910,193,27-03-2024,6302.46,Transfer,ATM
911,96,18-09-2022,5992.4,Bill,Branch
912,364,05-03-2020,413.12,Bill,Mobile
913,255,29-06-2020,8782.78,Bill,ATM
914,425,01-06-2020,9512.19,Transfer,Branch
915,90,05-08-2024,1211.09,Transfer,Web
916,468,26-10-2018,1016.78,Payment,Mobile
917,410,17-12-2019,4878.37,Payment,Mobile
918,98,10-10-2019,3467.15,Bill,Branch
919,398,31-10-2021,3340.65,Transfer,Web
920,106,07-10-2024,7273.25,Bill,ATM
921,366,02-06-2021,8661.62,Transfer,Mobile
922,160,18-07-2018,9330.14,Payment,Mobile
923,171,11-02-2019,4722.07,Transfer,Mobile
924,267,05-05-2021,7685.18,Payment,Mobile
925,12,04-08-2020,5817.84,Bill,Web
926,165,17-09-2021,2085.5,Bill,Branch
927,273,01-01-2023,3259.58,Bill,Mobile
928,140,11-08-2022,1578.28,Bill,Mobile
929,8,07-05-2021,9587.15,Payment,Mobile
930,106,28-06-2020,5471.03,Payment,Mobile
931,139,11-08-2021,1501.41,Payment,Mobile
932,294,09-02-2023,2523.77,Transfer,Branch
933,314,07-08-2024,8933.21,Payment,Mobile
934,26,26-05-2024,1387.73,Bill,Mobile
935,55,14-03-2021,3897.64,Transfer,ATM
936,201,25-07-2021,1871.93,Payment,Mobile
937,316,05-11-2022,3620.68,Bill,Web
938,366,01-03-2020,7608.19,Payment,Mobile
939,499,15-11-2023,9235.56,Bill,Web
940,48,08-01-2023,8147.23,Payment,Mobile
941,50,11-07-2018,4610.28,Payment,Mobile
942,241,09-12-2022,2393.77,Transfer,Web
943,441,11-07-2020,8967.44,Bill,Branch
944,201,29-10-2021,1915.2,Payment,Mobile
945,404,07-07-2019,8621.84,Bill,ATM
946,250,14-04-2019,399.61,Bill,Mobile
947,180,11-10-2021,4838.66,Transfer,Branch
948,394,21-10-2022,3551.29,Payment,Mobile
949,261,06-05-2019,1119.03,Payment,Mobile
950,167,14-10-2018,5605.88,Transfer,Branch
951,273,16-03-2021,4663.65,Payment,Mobile
952,123,28-05-2019,6246.66,Payment,Mobile
953,499,15-06-2019,4875.51,Transfer,Branch
954,107,14-04-2019,8157.77,Payment,Mobile
955,402,27-08-2021,9804.03,Payment,Mobile
956,279,11-02-2018,6971.92,Transfer,Mobile
957,379,15-05-2024,9315.55,Payment,Mobile
958,59,31-05-2020,5962.42,Bill,Branch
959,285,01-05-2022,1066.77,Bill,Web
960,158,21-08-2024,9563.25,Transfer,Mobile
961,351,13-03-2022,8159.26,Bill,Branch
962,254,06-10-2022,6485.39,Transfer,Mobile
963,112,17-08-2023,8188.63,Payment,Mobile
964,388,06-12-2022,1552.58,Transfer,ATM
965,273,21-09-2022,2985.88,Payment,Mobile
966,101,02-03-2019,2136.05,Bill,Branch
967,292,02-03-2020,7964.03,Payment,Mobile
968,471,01-11-2020,9439,Bill,Branch
969,46,24-05-2018,5869,Payment,Mobile
970,434,13-10-2024,1362.8,Bill,Mobile
971,190,07-06-2021,9020.65,Transfer,Mobile
972,361,20-04-2018,5644.3,Bill,Mobile
973,441,25-11-2018,2893.87,Transfer,Web
974,222,08-03-2023,7052,Bill,Branch
975,365,27-07-2019,3889.62,Bill,ATM
976,280,21-02-2023,2191.04,Transfer,ATM
977,72,31-05-2020,1963.45,Bill,Branch
978,431,24-09-2024,4230.63,Bill,Web
979,69,03-04-2019,214.87,Payment,Mobile
980,74,31-10-2021,7241.26,Bill,ATM
981,500,22-07-2021,9903.15,Transfer,Web
982,329,12-09-2019,8078.82,Bill,ATM
983,320,05-03-2024,1879.99,Payment,Mobile
984,283,06-10-2020,8218.71,Bill,Branch
985,116,26-07-2020,1939.33,Payment,Mobile
986,296,21-12-2024,5031.75,Payment,Mobile
987,365,15-03-2018,5067.12,Bill,Branch
988,18,15-07-2023,9784.51,Payment,Mobile
989,361,01-03-2023,3748.93,Payment,Mobile
990,493,10-12-2020,6935.92,Transfer,Branch
991,239,18-12-2024,5217.8,Payment,Mobile
992,126,08-11-2022,4777.27,Payment,Mobile
993,351,14-12-2023,6373.51,Payment,Mobile
994,314,28-09-2020,622.47,Bill,Mobile
995,241,28-11-2024,4594.94,Bill,Branch
996,216,21-03-2020,3593.85,Bill,Branch
997,86,17-07-2018,449.73,Payment,Mobile
998,373,18-04-2022,7871.71,Bill,Mobile
999,323,09-09-2019,4784.29,Transfer,Mobile
1000,337,12-12-2023,9904.61,Payment,Mobile
1001,147,15-09-2020,4899.13,Transfer,Mobile
1002,436,06-06-2019,7859.25,Bill,Web
1003,316,29-06-2024,2881.62,Bill,Mobile
1004,380,03-07-2018,1204.34,Transfer,Web
1005,338,01-03-2019,4521.87,Transfer,Branch
1006,401,11-12-2024,7037.67,Bill,Web
1007,410,21-07-2018,5321.15,Transfer,Branch
1008,44,11-09-2018,9676.72,Payment,Mobile
1009,429,11-04-2019,5009.89,Bill,ATM
1010,122,06-11-2020,6640.61,Payment,Mobile
1011,108,01-10-2021,5819.8,Bill,Mobile
1012,329,17-07-2019,2717.52,Transfer,Mobile
1013,86,27-04-2020,4693.75,Bill,Branch
1014,244,10-01-2022,7486.89,Payment,Mobile
1015,195,04-07-2018,6866.75,Bill,ATM
1016,135,04-10-2023,1536.98,Bill,Mobile
1017,148,21-09-2023,9279.5,Bill,ATM
1018,348,10-07-2022,3225.32,Payment,Mobile
1019,50,31-12-2022,9185.35,Payment,Mobile
1020,490,14-10-2022,8457.97,Payment,Mobile
1021,172,08-03-2021,2776.23,Transfer,Branch
1022,336,04-03-2023,5883.35,Bill,Web
1023,376,07-07-2021,6751.71,Transfer,Branch
1024,347,06-02-2018,6933.76,Transfer,Branch
1025,281,03-12-2021,204.72,Transfer,Mobile
1026,7,12-07-2020,4171.36,Payment,Mobile
1027,351,17-04-2018,4514.83,Transfer,Branch
1028,129,05-10-2024,2011.49,Transfer,Mobile
1029,30,02-08-2022,9391.2,Payment,Mobile
1030,487,07-07-2024,6033.91,Transfer,Mobile
1031,45,27-03-2023,8578.76,Transfer,ATM
1032,337,25-11-2020,7662.19,Payment,Mobile
1033,459,21-08-2022,1197.37,Transfer,Branch
1034,151,16-08-2021,4722.86,Transfer,ATM
1035,473,17-06-2024,9952.95,Bill,Branch
1036,132,09-03-2020,1703.46,Transfer,Branch
1037,398,07-01-2021,717.64,Bill,Branch
1038,31,18-02-2018,2656.56,Bill,Web
1039,226,21-07-2019,787.04,Transfer,ATM
1040,92,21-01-2023,6490.28,Transfer,Web
1041,277,19-11-2020,7710.2,Transfer,Mobile
1042,468,02-12-2018,4471.66,Bill,Mobile
1043,18,23-06-2024,821.9,Payment,Mobile
1044,398,16-03-2024,4514.23,Bill,Web
1045,335,26-07-2021,6439.32,Transfer,ATM
1046,137,17-05-2019,1600.91,Bill,ATM
1047,295,19-02-2019,136.67,Payment,Mobile
1048,245,02-05-2019,4416.97,Payment,Mobile
1049,277,21-11-2023,2335.88,Bill,ATM
1050,63,03-06-2021,5715.71,Bill,Branch
1051,350,04-11-2024,3098,Transfer,Mobile
1052,188,06-03-2023,5392.8,Bill,Mobile
1053,431,15-12-2020,4650.43,Bill,Web
1054,91,07-09-2023,5589.31,Bill,Web
1055,154,29-12-2024,6989.23,Transfer,Branch
1056,250,16-12-2021,940.14,Payment,Mobile
1057,377,25-05-2019,1975.7,Transfer,Web
1058,13,30-05-2022,7225.42,Payment,Mobile
1059,251,08-04-2024,3948.8,Payment,Mobile
1060,256,20-03-2023,5386.01,Bill,Mobile
1061,19,17-03-2019,3458.92,Bill,Mobile
1062,208,17-01-2022,1270.05,Payment,Mobile
1063,482,04-12-2019,6812.97,Payment,Mobile
1064,380,21-03-2020,5835.52,Transfer,Mobile
1065,377,15-03-2019,1501.75,Payment,Mobile
1066,242,30-09-2024,9081.07,Payment,Mobile
1067,125,11-12-2022,7042.84,Transfer,Mobile
1068,89,14-06-2021,6363.35,Bill,Mobile
1069,234,23-08-2021,6151.14,Payment,Mobile
1070,419,22-09-2024,8192.96,Transfer,ATM
1071,305,05-04-2020,8011.83,Transfer,Mobile
1072,412,09-12-2020,2106.15,Bill,ATM
1073,167,06-09-2020,1295.94,Payment,Mobile
1074,165,04-03-2018,8380.63,Transfer,Mobile
1075,304,16-01-2022,1817.13,Transfer,Mobile
1076,141,16-03-2019,1498.24,Bill,Web
1077,357,06-06-2023,3762.28,Transfer,ATM
1078,125,06-09-2020,9264.19,Transfer,Web
1079,52,27-08-2023,7931.42,Payment,Mobile
1080,399,19-04-2019,1661.76,Bill,Mobile
1081,4,19-10-2019,171.52,Transfer,Branch
1082,214,10-11-2020,6965.68,Bill,Web
1083,106,07-05-2022,1516.57,Bill,ATM
1084,211,31-07-2018,2468.61,Transfer,Mobile
1085,306,22-04-2022,1882,Bill,Mobile
1086,322,07-07-2018,8282.19,Bill,Branch
1087,215,04-01-2023,145.24,Transfer,Web
1088,61,20-07-2019,9867.37,Transfer,Branch
1089,442,04-01-2020,7635.17,Payment,Mobile
1090,238,07-04-2020,7726.28,Payment,Mobile
1091,142,07-03-2024,625.38,Transfer,Web
1092,351,01-01-2023,8453.44,Bill,ATM
1093,91,25-05-2018,1681.62,Transfer,Mobile
1094,331,21-07-2022,3705.51,Transfer,ATM
1095,129,05-09-2020,3409.52,Bill,Mobile
1096,54,30-03-2024,7430.13,Payment,Mobile
1097,81,21-11-2019,7876.37,Bill,Mobile
1098,37,13-12-2024,8961.28,Payment,Mobile
1099,304,20-10-2020,5839.64,Bill,Web
1100,383,08-11-2022,6800.84,Bill,Web
1101,399,29-10-2021,1190.32,Transfer,Mobile
1102,122,22-04-2024,7403.7,Transfer,ATM
1103,457,21-09-2021,2284.56,Bill,ATM
1104,28,24-07-2023,8915.84,Transfer,Web
1105,476,13-05-2023,6133.39,Transfer,ATM
1106,192,08-10-2023,1450.41,Payment,Mobile
1107,324,13-05-2018,3650.04,Bill,Web
1108,172,21-07-2018,1359.4,Payment,Mobile
1109,144,04-01-2022,1451.36,Bill,ATM
1110,215,26-08-2018,1794.89,Bill,Web
1111,454,27-07-2023,3022.1,Transfer,Web
1112,296,08-07-2019,9704.34,Transfer,Mobile
1113,211,06-06-2022,8584.04,Bill,Web
1114,303,04-11-2018,4787.54,Bill,Branch
1115,8,04-10-2018,7327.18,Payment,Mobile
1116,127,23-11-2018,3340.23,Payment,Mobile
1117,457,03-02-2021,9282.05,Transfer,Mobile
1118,214,28-03-2019,9803.82,Transfer,ATM
1119,376,25-01-2022,7709.2,Transfer,ATM
1120,272,30-03-2020,4003.77,Payment,Mobile
1121,232,25-06-2020,5003.32,Transfer,Mobile
1122,355,26-02-2021,7344.68,Transfer,Web
1123,184,24-03-2018,3028.33,Payment,Mobile
1124,9,06-01-2019,4849.85,Bill,Web
1125,361,30-09-2024,4646.9,Payment,Mobile
1126,500,28-04-2024,4602.92,Transfer,ATM
1127,95,16-03-2018,7919.6,Bill,ATM
1128,361,20-09-2024,6370.68,Payment,Mobile
1129,198,03-10-2020,8945,Bill,Mobile
1130,152,13-06-2019,4316.43,Bill,Web
